#{"t_start": 1771810117.2003179, "env_id": "None"}
r,l,t
20.0,1,0.060539
0.001695,1,0.125712
0.000343,1,0.179443
3.602325,1,0.257385
0.023485,1,0.286279
4.458908,1,0.343346
20.0,1,0.392079
1.890629,1,0.452914
4.304224,1,0.518131
3.868892,1,0.555318
0.512843,1,0.611393
0.003951,1,0.655678
2.783017,1,0.71317
4.713705,1,0.774438
0.375427,1,0.855891
2.596394,1,0.901218
1.337632,1,0.962563
0.373651,1,1.017724
0.458432,1,1.054165
5.992302,1,1.114488
4.550423,1,1.145669
0.672495,1,1.219927
0.135804,1,1.25164
5.321994,1,1.294761
2.327567,1,1.346004
0.28639,1,1.399072
0.698471,1,1.462578
2.264372,1,1.511689
5.477046,1,1.560018
0.701144,1,1.630667
0.047294,1,1.701425
0.436946,1,1.729351
0.055438,1,1.795399
0.011349,1,1.839862
4.220914,1,1.910829
5.851494,1,1.937682
1.789102,1,2.007407
20.0,1,2.062807
5.757549,1,2.119556
3.33288,1,2.173107
0.068065,1,2.195521
0.035962,1,2.272704
0.039268,1,2.309783
20.0,1,2.362268
0.003377,1,2.418019
0.014838,1,2.485881
0.182252,1,2.536757
0.365334,1,2.574009
0.813816,1,2.629418
20.0,1,2.678304
0.135603,1,2.746264
0.024106,1,2.796915
0.155277,1,2.827042
5.549755,1,2.880945
0.171333,1,2.944794
1.02655,1,2.999497
0.277405,1,3.054144
20.0,1,3.102246
0.771704,1,3.163869
0.525052,1,3.201429
0.385284,1,3.255469
20.0,1,3.29576
3.367696,1,3.360131
0.483964,1,3.393658
0.008089,1,3.44467
4.986812,1,3.495228
0.101099,1,3.546396
20.0,1,3.592162
20.0,1,3.655299
0.048746,1,3.725161
0.092926,1,3.755702
0.86774,1,3.817114
0.123981,1,3.870673
1.79228,1,3.94936
5.339044,1,3.987015
0.621291,1,4.037153
20.0,1,4.099487
1.251269,1,4.161923
2.860901,1,4.207689
20.0,1,4.251151
0.735259,1,4.310129
3.480519,1,4.358586
20.0,1,4.411178
0.091256,1,4.465342
0.127728,1,4.531746
5.300788,1,4.585114
4.130983,1,4.621159
4.318999,1,4.673991
1.03141,1,4.727415
4.281008,1,4.782123
0.051723,1,4.847797
0.264892,1,4.878338
0.001364,1,4.938741
0.553005,1,4.992477
0.071142,1,5.047051
4.100013,1,5.096355
20.0,1,5.16106
0.719904,1,5.199291
4.992016,1,5.252589
0.888258,1,5.305888
0.055135,1,5.366629
0.168859,1,5.428623
20.0,1,5.487906
0.629529,1,5.539239
2.762378,1,5.584665
20.0,1,5.65727
20.0,1,5.707533
3.385375,1,5.757724
0.10268,1,5.811356
0.00019,1,5.865113
0.023547,1,5.887505
0.61461,1,5.94114
0.001116,1,6.007751
2.822631,1,6.064387
20.0,1,6.118134
0.493607,1,6.152292
0.689983,1,6.213097
0.000487,1,6.248972
0.367586,1,6.315866
1.071822,1,6.366448
0.751014,1,6.409151
0.058838,1,6.465634
0.203792,1,6.513551
4.209745,1,6.548362
0.002767,1,6.607795
4.329796,1,6.652189
0.566438,1,6.710164
20.0,1,6.756402
0.27525,1,6.814657
1.523997,1,6.867403
0.658626,1,6.922872
0.000283,1,6.973793
0.416025,1,7.041539
3.377916,1,7.07537
4.048374,1,7.13436
2.443189,1,7.18162
0.130159,1,7.232305
0.333502,1,7.28715
1.014475,1,7.332212
0.004054,1,7.396319
0.303103,1,7.443819
