#{"t_start": 1771810117.202353, "env_id": "None"}
r,l,t
20.0,1,0.062264
0.28479,1,0.106764
3.387316,1,0.173031
0.491933,1,0.229666
2.29925,1,0.289394
0.103167,1,0.341513
2.955848,1,0.387622
0.005702,1,0.470433
0.189067,1,0.507885
4.777705,1,0.556919
3.301765,1,0.616603
0.175018,1,0.659732
0.02259,1,0.711311
20.0,1,0.781342
0.608609,1,0.837038
0.000773,1,0.897238
20.0,1,0.944203
0.005451,1,0.986791
2.922568,1,1.053019
3.297912,1,1.09228
0.928873,1,1.151434
0.174523,1,1.195414
20.0,1,1.238502
0.021808,1,1.293985
4.468565,1,1.353816
1.454693,1,1.39796
0.000474,1,1.447057
0.001437,1,1.527989
0.356315,1,1.562511
0.966464,1,1.632809
20.0,1,1.667702
0.693701,1,1.729566
0.000883,1,1.784825
0.011595,1,1.828792
20.0,1,1.8891
0.000435,1,1.956597
20.0,1,1.992469
4.251437,1,2.033823
0.004105,1,2.084604
0.024702,1,2.146829
20.0,1,2.21492
0.015822,1,2.259413
0.000304,1,2.304393
1.009623,1,2.358143
20.0,1,2.409163
3.169707,1,2.472302
0.001238,1,2.519705
20.0,1,2.567762
4.937734,1,2.631069
0.000182,1,2.678599
1.402705,1,2.729794
0.793436,1,2.777517
5.329627,1,2.837989
0.06889,1,2.887902
0.820218,1,2.940147
0.028991,1,2.996639
0.06397,1,3.049271
0.000346,1,3.095001
0.477898,1,3.145029
3.969313,1,3.198663
1.553734,1,3.246456
0.369476,1,3.300523
20.0,1,3.361099
0.225469,1,3.420313
5.05448,1,3.444394
0.227123,1,3.489573
20.0,1,3.542412
0.06653,1,3.596744
0.62643,1,3.6517
3.008391,1,3.713453
1.252572,1,3.75678
4.502037,1,3.812338
0.221178,1,3.868544
0.28464,1,3.921877
0.079361,1,3.977973
0.475416,1,4.038661
0.139285,1,4.096496
0.000795,1,4.168286
0.530981,1,4.200557
0.137308,1,4.271505
0.129964,1,4.316996
0.973553,1,4.362249
20.0,1,4.407043
0.917231,1,4.464105
20.0,1,4.506398
1.917762,1,4.575805
0.000679,1,4.613235
2.204801,1,4.685852
20.0,1,4.723894
1.915405,1,4.799294
0.063972,1,4.830146
0.86221,1,4.877794
0.000636,1,4.935392
0.091688,1,4.988717
0.054224,1,5.042221
0.001332,1,5.086348
0.938406,1,5.165373
3.152871,1,5.212458
20.0,1,5.243391
0.466239,1,5.313204
0.016455,1,5.357839
0.000203,1,5.411038
5.037388,1,5.481378
4.810797,1,5.553135
0.438691,1,5.604625
2.566898,1,5.638669
5.295489,1,5.69011
0.003658,1,5.735379
2.689003,1,5.785716
0.738958,1,5.848475
0.040372,1,5.889329
0.111335,1,5.956542
0.000372,1,5.999142
0.188757,1,6.063385
20.0,1,6.113942
1.080697,1,6.167236
20.0,1,6.197418
0.196414,1,6.27947
0.771527,1,6.328541
2.904936,1,6.379826
1.448676,1,6.425447
0.006665,1,6.45531
