#{"t_start": 1771810117.210311, "env_id": "None"}
r,l,t
0.482846,1,0.067445
1.668206,1,0.126265
5.525825,1,0.182142
5.170409,1,0.248237
0.194898,1,0.301182
0.198736,1,0.347111
0.004755,1,0.386063
0.603884,1,0.466374
3.689808,1,0.531122
0.000411,1,0.573381
2.276075,1,0.626371
6.035498,1,0.66667
20.0,1,0.724964
20.0,1,0.788927
0.000164,1,0.856902
20.0,1,0.893856
0.000367,1,0.951536
20.0,1,0.979621
0.807615,1,1.036737
20.0,1,1.080657
0.703927,1,1.134892
0.020092,1,1.195874
0.300705,1,1.243003
5.899782,1,1.298486
2.710794,1,1.357374
0.000199,1,1.415519
0.030622,1,1.441458
1.168179,1,1.509362
6.052229,1,1.569632
1.141771,1,1.622293
0.268121,1,1.697759
0.002488,1,1.734083
0.024189,1,1.778096
3.729246,1,1.843472
4.729811,1,1.88651
2.555128,1,1.958112
20.0,1,2.008968
20.0,1,2.054414
20.0,1,2.11345
0.376004,1,2.137698
5.51269,1,2.205473
3.457202,1,2.253333
0.43956,1,2.310971
0.046562,1,2.381748
5.923725,1,2.426961
1.083392,1,2.454991
0.328288,1,2.522247
4.587091,1,2.576312
0.265243,1,2.618635
4.39947,1,2.677902
20.0,1,2.714593
1.095365,1,2.782093
0.029042,1,2.849942
0.09587,1,2.900814
4.123154,1,2.946251
20.0,1,2.980512
1.677023,1,3.036534
20.0,1,3.087419
0.048203,1,3.158405
0.113728,1,3.210499
5.712129,1,3.249067
0.135945,1,3.295658
0.096101,1,3.346579
0.017342,1,3.394361
1.489639,1,3.439806
4.62254,1,3.48657
2.619314,1,3.554976
0.351735,1,3.602224
0.027429,1,3.666471
0.012834,1,3.723272
5.355888,1,3.742555
2.970421,1,3.807335
20.0,1,3.851702
0.629599,1,3.935296
20.0,1,3.96903
4.94576,1,4.023902
0.002349,1,4.08561
2.264211,1,4.17499
0.029333,1,4.206668
0.000698,1,4.262911
0.256972,1,4.320203
20.0,1,4.374386
4.06602,1,4.408451
0.262373,1,4.473277
0.021817,1,4.526398
0.129239,1,4.573578
0.031424,1,4.628001
20.0,1,4.67937
20.0,1,4.744569
2.179146,1,4.794076
0.003519,1,4.834392
20.0,1,4.889309
2.776645,1,4.94409
0.2533,1,5.008556
0.312849,1,5.035271
0.000453,1,5.109911
0.07687,1,5.167416
3.015471,1,5.191584
3.728236,1,5.23898
20.0,1,5.311369
3.553567,1,5.347627
0.017351,1,5.421249
20.0,1,5.481763
5.846566,1,5.531941
20.0,1,5.607738
0.017509,1,5.633775
0.142404,1,5.68514
4.349318,1,5.734262
0.064469,1,5.788244
5.51213,1,5.843555
0.528428,1,5.897055
0.092788,1,5.945073
0.00054,1,5.988326
3.336341,1,6.026399
0.068689,1,6.097788
20.0,1,6.168615
5.216906,1,6.216164
4.640041,1,6.245646
0.6162,1,6.312373
0.003055,1,6.354903
0.594497,1,6.399728
2.006204,1,6.466397
0.341965,1,6.529537
0.000348,1,6.567545
5.853468,1,6.622855
0.000429,1,6.671153
20.0,1,6.710493
0.01404,1,6.774805
0.062257,1,6.82823
0.247085,1,6.88975
4.792102,1,6.928825
0.185691,1,6.976023
1.319621,1,7.026292
4.682183,1,7.067056
0.634707,1,7.118459
0.514721,1,7.18819
20.0,1,7.226715
0.000187,1,7.29827
5.792238,1,7.350727
20.0,1,7.398083
0.274806,1,7.451322
5.854189,1,7.503385
4.24018,1,7.551186
0.172825,1,7.595965
0.051704,1,7.643529
0.065842,1,7.695537
0.185469,1,7.766905
20.0,1,7.803641
0.012754,1,7.869461
1.038013,1,7.925842
0.12641,1,7.946802
0.057021,1,8.013507
2.460782,1,8.061373
5.478311,1,8.117513
4.489794,1,8.163854
0.141992,1,8.198439
2.233367,1,8.261879
0.035069,1,8.309688
20.0,1,8.367598
0.251702,1,8.414374
5.620639,1,8.450002
2.208977,1,8.510355
0.029104,1,8.569639
20.0,1,8.612386
0.262834,1,8.67331
20.0,1,8.710164
5.395976,1,8.771558
1.362901,1,8.827635
2.773154,1,8.871198
0.263664,1,8.939934
20.0,1,8.983551
0.149266,1,9.04295
5.094967,1,9.093166
0.255042,1,9.1337
20.0,1,9.174679
0.081167,1,9.234117
4.932492,1,9.2925
0.053957,1,9.343554
20.0,1,9.405831
0.640611,1,9.449222
0.00982,1,9.500252
0.000469,1,9.552179
1.438915,1,9.61547
2.147607,1,9.648485
0.164881,1,9.706964
0.768428,1,9.751241
2.416113,1,9.794916
0.022438,1,9.856723
20.0,1,9.911384
5.086918,1,9.968167
1.943267,1,10.026067
3.409916,1,10.069346
20.0,1,10.115821
0.00078,1,10.166909
5.300256,1,10.23396
0.003919,1,10.286028
0.651911,1,10.345103
0.492775,1,10.383127
20.0,1,10.417811
0.291564,1,10.486148
4.256863,1,10.559029
20.0,1,10.596873
20.0,1,10.655882
0.254284,1,10.706132
20.0,1,10.762096
2.950017,1,10.822163
20.0,1,10.872617
20.0,1,10.927355
0.00743,1,10.975123
0.024545,1,11.044025
0.237999,1,11.070998
2.342451,1,11.125525
0.064555,1,11.185941
5.075259,1,11.242951
0.001991,1,11.286367
0.000286,1,11.345412
0.053305,1,11.404772
0.003398,1,11.459982
20.0,1,11.501211
0.364694,1,11.553323
4.525164,1,11.597461
20.0,1,11.650068
0.414084,1,11.714641
2.022017,1,11.773028
0.057588,1,11.82577
0.186062,1,11.870623
1.890811,1,11.935555
4.791682,1,11.967723
0.00027,1,12.013994
20.0,1,12.084662
0.092084,1,12.121036
3.082959,1,12.185567
20.0,1,12.233367
0.126728,1,12.299013
20.0,1,12.342006
5.233046,1,12.40782
1.825964,1,12.457293
5.300423,1,12.496474
5.884822,1,12.544679
0.070707,1,12.620992
0.079218,1,12.648642
0.000979,1,12.693628
0.145291,1,12.77122
0.049726,1,12.822007
0.869735,1,12.86365
5.866139,1,12.908869
1.388855,1,12.963601
0.12628,1,13.027353
0.022009,1,13.073612
0.467231,1,13.110452
20.0,1,13.153128
1.570625,1,13.209511
20.0,1,13.282764
0.390809,1,13.327906
2.776141,1,13.379596
3.651885,1,13.432056
5.462055,1,13.470003
0.007336,1,13.519375
0.502813,1,13.569604
1.294684,1,13.647673
0.031122,1,13.690943
20.0,1,13.733566
0.152533,1,13.792856
0.11524,1,13.832639
4.027875,1,13.884048
0.569521,1,13.941877
20.0,1,13.9975
0.623728,1,14.040421
0.0525,1,14.107292
2.391528,1,14.167928
0.44611,1,14.212567
4.627862,1,14.260466
3.149867,1,14.309713
0.064875,1,14.379041
20.0,1,14.424827
0.011683,1,14.477239
1.183983,1,14.511668
1.006207,1,14.562875
2.542575,1,14.597143
0.021048,1,14.655402
20.0,1,14.721741
0.000724,1,14.755114
20.0,1,14.809114
0.000438,1,14.859599
3.168421,1,14.92151
0.797104,1,14.976552
0.038598,1,15.026434
0.48316,1,15.068799
0.132651,1,15.126603
0.114616,1,15.200747
0.17543,1,15.250709
0.001474,1,15.288597
0.979364,1,15.317911
0.000325,1,15.384004
20.0,1,15.44637
4.422382,1,15.493444
0.171945,1,15.540885
0.04053,1,15.596166
3.655777,1,15.657727
0.001122,1,15.704757
20.0,1,15.765023
20.0,1,15.792798
0.070065,1,15.862046
0.000949,1,15.901259
4.792571,1,15.946157
0.044506,1,16.005186
20.0,1,16.06139
0.040205,1,16.092951
6.039558,1,16.14736
0.005141,1,16.204363
0.034585,1,16.257995
4.539201,1,16.302601
0.022996,1,16.357748
0.088845,1,16.409119
1.148866,1,16.44895
0.073732,1,16.516055
0.013071,1,16.578771
20.0,1,16.630277
20.0,1,16.678498
20.0,1,16.706488
0.083801,1,16.769412
20.0,1,16.824878
0.000817,1,16.870806
0.305099,1,16.93676
5.511036,1,16.977628
0.217555,1,17.041348
0.022997,1,17.097029
5.230625,1,17.14298
0.411265,1,17.192085
1.278876,1,17.247089
3.286078,1,17.307555
4.015724,1,17.368746
4.139369,1,17.413673
0.033778,1,17.462936
0.369153,1,17.510938
4.125406,1,17.571561
20.0,1,17.622772
0.773374,1,17.688126
20.0,1,17.734712
0.238548,1,17.776703
0.005764,1,17.829663
0.00051,1,17.886165
1.270703,1,17.935801
1.834293,1,17.996568
0.072761,1,18.053421
0.067919,1,18.099575
0.021344,1,18.143274
1.678735,1,18.194812
0.001077,1,18.255952
1.296283,1,18.304638
2.075408,1,18.370831
