#{"t_start": 1771810117.201088, "env_id": "None"}
r,l,t
1.188643,1,0.086941
6.04522,1,0.107512
0.057457,1,0.173797
0.111633,1,0.225412
0.071899,1,0.300908
0.031919,1,0.354971
20.0,1,0.393081
5.542028,1,0.462346
4.973942,1,0.517464
20.0,1,0.555789
3.198015,1,0.606638
1.383579,1,0.660602
2.508264,1,0.732767
3.899395,1,0.803778
1.887873,1,0.847618
0.0748,1,0.908962
0.041736,1,0.951846
5.426301,1,0.991512
0.000532,1,1.038885
3.20265,1,1.087082
0.260393,1,1.145224
0.381142,1,1.196992
0.05463,1,1.255517
0.000502,1,1.288317
0.242421,1,1.345116
6.025074,1,1.399442
0.016639,1,1.449844
0.003402,1,1.507542
0.021559,1,1.564589
20.0,1,1.636215
0.900635,1,1.693692
3.021071,1,1.731284
0.033071,1,1.777833
0.014156,1,1.838369
0.195948,1,1.894844
0.027653,1,1.941265
0.018195,1,2.000608
20.0,1,2.057303
0.062203,1,2.107031
1.92131,1,2.161922
0.016637,1,2.195997
4.925178,1,2.255414
0.001455,1,2.305386
0.88942,1,2.367611
0.066083,1,2.41789
0.004449,1,2.464264
0.040161,1,2.541409
20.0,1,2.573817
4.31106,1,2.628729
5.440027,1,2.671401
0.00155,1,2.724641
0.00142,1,2.775035
3.681517,1,2.829911
0.466224,1,2.907891
0.750678,1,2.942268
1.412234,1,2.992743
0.76979,1,3.053155
5.8165,1,3.092012
0.005515,1,3.155879
1.777929,1,3.197212
4.618971,1,3.258492
3.627377,1,3.300513
0.177761,1,3.37592
1.892142,1,3.426952
0.001942,1,3.464087
0.10409,1,3.507794
3.320093,1,3.554751
4.734463,1,3.616062
0.093533,1,3.676791
5.712665,1,3.711389
4.45077,1,3.753886
2.513713,1,3.817854
20.0,1,3.870578
1.754885,1,3.945368
1.621366,1,3.994072
20.0,1,4.063663
0.00017,1,4.110748
0.035282,1,4.176569
4.378239,1,4.203907
0.450841,1,4.25358
20.0,1,4.31585
4.986141,1,4.369652
20.0,1,4.419652
0.046056,1,4.459914
0.000441,1,4.509105
0.73295,1,4.581581
0.101174,1,4.618413
0.37805,1,4.689702
0.038493,1,4.739112
0.009633,1,4.782237
