#{"t_start": 1771810117.228656, "env_id": "None"}
r,l,t
1.290949,1,0.061682
4.929805,1,0.111219
2.231559,1,0.161226
0.000877,1,0.224694
5.402661,1,0.271275
1.882759,1,0.33048
0.003156,1,0.390689
0.128389,1,0.450404
0.024544,1,0.494237
0.370752,1,0.561407
0.008844,1,0.599893
1.461193,1,0.649403
0.006591,1,0.706419
3.480817,1,0.782683
1.411152,1,0.831638
0.121683,1,0.876258
0.033636,1,0.932462
2.06261,1,0.990004
0.051701,1,1.0442
0.072516,1,1.084417
0.038107,1,1.14631
5.51335,1,1.192453
0.127657,1,1.245927
2.017246,1,1.296844
1.577631,1,1.344828
0.380653,1,1.399103
0.045981,1,1.461387
20.0,1,1.505129
2.267201,1,1.564666
0.753223,1,1.623395
3.846141,1,1.679131
1.094689,1,1.729709
0.062041,1,1.786163
0.035308,1,1.845236
0.045596,1,1.892243
0.022584,1,1.934412
3.548705,1,1.975819
0.567906,1,2.040136
20.0,1,2.080655
20.0,1,2.148096
0.086794,1,2.187517
0.033022,1,2.258832
0.008336,1,2.315922
20.0,1,2.357404
5.90825,1,2.409315
0.289196,1,2.455534
0.000367,1,2.519784
0.18639,1,2.58249
20.0,1,2.627487
5.260612,1,2.675594
20.0,1,2.722063
0.02827,1,2.781645
0.003003,1,2.824123
3.744198,1,2.892966
4.617062,1,2.945982
20.0,1,2.982831
6.002609,1,3.042417
0.000741,1,3.085021
0.002774,1,3.1394
0.716425,1,3.187668
2.044439,1,3.249958
0.0558,1,3.294944
0.060755,1,3.348497
20.0,1,3.392575
0.003575,1,3.435787
20.0,1,3.478776
20.0,1,3.533486
2.437922,1,3.570844
20.0,1,3.643586
0.057797,1,3.696307
0.022116,1,3.752884
20.0,1,3.808723
1.247133,1,3.865821
0.973435,1,3.922734
1.421483,1,3.981181
0.35637,1,4.03036
20.0,1,4.09719
20.0,1,4.147366
0.735801,1,4.208891
0.297432,1,4.264069
0.591314,1,4.313045
0.036345,1,4.356419
0.03619,1,4.40782
2.438575,1,4.458252
0.477382,1,4.503436
0.000284,1,4.564639
0.382113,1,4.626016
20.0,1,4.67825
0.224254,1,4.73013
0.000341,1,4.782572
5.592482,1,4.833077
4.993665,1,4.87064
4.861686,1,4.933545
20.0,1,4.985247
1.21914,1,5.038609
0.000171,1,5.091287
2.645453,1,5.147354
4.795518,1,5.201447
0.13228,1,5.250755
0.015599,1,5.289485
0.077728,1,5.352124
0.091742,1,5.418044
20.0,1,5.46015
0.874761,1,5.537454
5.394362,1,5.582455
0.091444,1,5.636954
3.733663,1,5.671535
2.010825,1,5.738012
4.90396,1,5.790601
0.003263,1,5.841642
0.033749,1,5.887191
0.634771,1,5.930007
20.0,1,5.989464
2.015708,1,6.047706
0.115337,1,6.104382
20.0,1,6.149936
0.282613,1,6.202174
1.385994,1,6.231572
2.075957,1,6.295379
0.024965,1,6.355622
5.047028,1,6.400669
0.047425,1,6.445562
0.075247,1,6.50894
0.442245,1,6.560691
0.285655,1,6.596608
5.10647,1,6.652923
20.0,1,6.709614
0.154072,1,6.750766
20.0,1,6.781634
0.037869,1,6.84563
1.329245,1,6.908013
6.029582,1,6.959283
1.242769,1,7.01552
3.060579,1,7.069808
0.000269,1,7.115068
3.833151,1,7.148717
20.0,1,7.227
0.628788,1,7.279761
0.727483,1,7.330834
