#{"t_start": 1771797012.5081768, "env_id": "None"}
r,l,t
2.416505,1,0.042565
2.990094,1,0.075805
2.344698,1,0.103476
0.082424,1,0.115074
2.959409,1,0.162532
4.020065,1,0.184402
3.439825,1,0.210781
0.071542,1,0.221536
1.60588,1,0.261913
4.043566,1,0.291965
4.262155,1,0.306375
0.013428,1,0.333356
4.755385,1,0.376004
5.829039,1,0.402533
1.736039,1,0.439661
4.279616,1,0.488463
6.911716,1,0.527027
1.89097,1,0.550293
5.400612,1,0.584643
1.293283,1,0.621969
1.80356,1,0.652022
3.885472,1,0.673374
3.254055,1,0.698493
1.27431,1,0.72738
5.107793,1,0.752573
0.000149,1,0.7667
2.710485,1,0.795359
5.822789,1,0.838331
2.824722,1,0.873159
3.123591,1,0.887434
3.599197,1,0.926753
4.908576,1,0.957984
4.913975,1,0.980756
0.014475,1,0.995715
1.093975,1,1.044526
0.536558,1,1.065101
2.093674,1,1.10656
1.671029,1,1.12786
0.352148,1,1.168613
25.0,1,1.178778
1.719859,1,1.218536
0.000352,1,1.22649
5.02043,1,1.271101
4.178772,1,1.297224
0.002452,1,1.316739
1.698837,1,1.357475
5.657875,1,1.375136
1.657023,1,1.415238
5.403077,1,1.43811
1.881735,1,1.490647
2.809285,1,1.519798
3.151429,1,1.556446
25.0,1,1.580279
0.550582,1,1.622837
0.00582,1,1.635831
25.0,1,1.672081
1.12349,1,1.715096
4.463059,1,1.732526
2.359627,1,1.783292
0.764379,1,1.787768
0.012876,1,1.828376
5.682364,1,1.849911
2.821432,1,1.871154
0.000732,1,1.88266
0.016794,1,1.910743
5.819113,1,1.952744
25.0,1,1.975636
1.837825,1,2.008438
4.39669,1,2.046337
2.340095,1,2.082697
2.979452,1,2.113077
0.05561,1,2.140931
25.0,1,2.157238
0.00185,1,2.178794
2.972943,1,2.225091
9.724716,1,2.244651
5.851517,1,2.290994
0.494613,1,2.33112
1.487615,1,2.36348
0.503119,1,2.383626
0.291727,1,2.423374
0.317595,1,2.463424
0.000423,1,2.474446
4.117021,1,2.513597
0.002153,1,2.526229
0.000697,1,2.558325
8.601942,1,2.600604
4.068518,1,2.61652
0.529531,1,2.650313
3.323143,1,2.666977
0.000118,1,2.674029
4.754359,1,2.706826
0.001306,1,2.735663
0.00023,1,2.760149
0.082015,1,2.801288
0.024202,1,2.819807
5.427002,1,2.858587
2.927217,1,2.903228
1.445897,1,2.929628
2.143405,1,2.961245
5.21007,1,2.977327
5.74172,1,3.012835
6.425169,1,3.034509
25.0,1,3.062096
0.1745,1,3.074079
0.000773,1,3.095365
1.85346,1,3.145133
0.253286,1,3.16659
2.593704,1,3.191948
0.06377,1,3.204882
0.114599,1,3.235053
5.513246,1,3.270523
3.029162,1,3.324704
1.768222,1,3.35679
1.29733,1,3.389768
1.956734,1,3.4141
0.611388,1,3.442759
0.113834,1,3.451523
4.032196,1,3.486739
0.041749,1,3.511989
5.201839,1,3.530106
4.976099,1,3.566507
7.263193,1,3.580332
4.551676,1,3.617813
6.902713,1,3.651075
0.930215,1,3.680461
3.235177,1,3.691383
2.204912,1,3.712395
25.0,1,3.739377
0.079116,1,3.749441
1.162049,1,3.772546
4.6897,1,3.801168
0.993062,1,3.853664
25.0,1,3.871042
5.916282,1,3.891219
2.456597,1,3.916024
0.00344,1,3.947522
6.532519,1,3.977046
3.851653,1,3.989019
2.436906,1,4.036369
5.344494,1,4.059214
