#{"t_start": 1771797012.50596, "env_id": "None"}
r,l,t
3.605634,1,0.029796
2.068575,1,0.075871
0.020682,1,0.095766
3.049958,1,0.117124
7.88455,1,0.152178
3.768351,1,0.194014
5.475636,1,0.216907
0.220515,1,0.230235
0.102721,1,0.257109
3.095249,1,0.291584
0.00375,1,0.304284
1.485763,1,0.357936
0.001162,1,0.359969
0.939411,1,0.393742
1.489783,1,0.446188
2.911226,1,0.473909
0.335782,1,0.531064
3.429588,1,0.556782
3.266304,1,0.579983
3.997876,1,0.61735
0.000742,1,0.641236
0.000864,1,0.667332
3.647103,1,0.697658
2.954352,1,0.728501
2.85122,1,0.760643
0.009545,1,0.771174
25.0,1,0.807404
0.805975,1,0.838295
2.194506,1,0.863337
1.620788,1,0.899526
5.825839,1,0.925214
0.012808,1,0.948827
4.635646,1,0.976571
0.000827,1,0.999196
4.104957,1,1.038856
2.789097,1,1.065131
25.0,1,1.099156
0.741599,1,1.140592
5.07707,1,1.160643
2.706516,1,1.191987
0.05699,1,1.20481
0.086297,1,1.236155
2.657726,1,1.272354
2.911926,1,1.29096
0.020875,1,1.314987
2.161487,1,1.358024
7.008427,1,1.379927
25.0,1,1.408126
25.0,1,1.438317
4.906346,1,1.480356
1.195994,1,1.528679
0.557807,1,1.565838
9.069387,1,1.585374
3.021529,1,1.624118
1.516676,1,1.655869
0.003166,1,1.658564
0.009203,1,1.693482
3.826195,1,1.744992
2.396581,1,1.78408
1.140602,1,1.808732
0.239825,1,1.828086
0.025251,1,1.851351
2.790542,1,1.872677
6.061838,1,1.903782
1.09979,1,1.939096
1.795276,1,1.960683
0.050546,1,1.98047
0.184669,1,2.037415
5.938912,1,2.056257
6.106997,1,2.083237
4.006421,1,2.113741
4.910214,1,2.144762
1.196834,1,2.16194
4.755065,1,2.19536
1.154918,1,2.211502
1.923738,1,2.243428
0.050666,1,2.270946
1.314697,1,2.311451
0.17885,1,2.345542
5.359389,1,2.380073
5.376937,1,2.418276
1.293471,1,2.473319
9.8e-05,1,2.47504
5.465315,1,2.511174
4.960212,1,2.546829
2.919982,1,2.578273
3.444435,1,2.586226
2.219381,1,2.618123
2.465991,1,2.649851
0.214969,1,2.674246
4.955849,1,2.68575
0.036303,1,2.715583
2.06544,1,2.755468
0.017317,1,2.762451
4.763612,1,2.800841
1.173676,1,2.839868
1.424253,1,2.879173
5.221643,1,2.890533
0.968117,1,2.938331
1.043636,1,2.959067
1.804997,1,2.978574
3.576372,1,3.00406
3.790475,1,3.038118
2.738982,1,3.063937
1.080134,1,3.095177
6.079403,1,3.105468
4.697088,1,3.143655
4.405112,1,3.177335
3.205803,1,3.197973
0.6094,1,3.208463
3.696235,1,3.245914
4.992984,1,3.274599
5.399177,1,3.315854
25.0,1,3.346228
1.710203,1,3.378561
0.223874,1,3.397181
25.0,1,3.43385
25.0,1,3.463332
3.248414,1,3.48847
3.675016,1,3.52289
2.086393,1,3.555133
3.955345,1,3.576152
4.405698,1,3.591665
4.682665,1,3.627206
6.681946,1,3.658008
0.242493,1,3.672903
0.000191,1,3.690886
25.0,1,3.718881
0.000608,1,3.726146
0.009305,1,3.753265
2.680134,1,3.783507
2.438424,1,3.813447
0.001291,1,3.831143
2.213677,1,3.872239
0.05445,1,3.884002
0.048782,1,3.910363
0.084835,1,3.941095
1.5888,1,3.985836
25.0,1,3.99323
0.067323,1,4.031282
0.215621,1,4.044472
0.099341,1,4.07726
0.023866,1,4.095917
3.98093,1,4.125812
4.299861,1,4.152644
4.608876,1,4.196493
1.140675,1,4.199508
1.329141,1,4.23721
4.380774,1,4.256134
5.251501,1,4.283459
1.997323,1,4.324423
4.889776,1,4.352737
0.023863,1,4.365242
4.226142,1,4.422712
8.79082,1,4.446967
4.9757,1,4.466397
2.314478,1,4.50703
2.175958,1,4.534042
0.016205,1,4.561439
0.002285,1,4.598118
0.03716,1,4.619648
4.414356,1,4.666623
2.511749,1,4.696103
0.096169,1,4.702203
0.001401,1,4.731132
3.192577,1,4.775249
2.008882,1,4.793908
2.790858,1,4.827219
1.455778,1,4.860098
0.000575,1,4.875117
0.66961,1,4.929541
3.767793,1,4.949263
4.842997,1,4.981036
25.0,1,4.997279
0.011101,1,5.007136
0.000552,1,5.032648
0.423179,1,5.067608
1.548512,1,5.104496
