#{"t_start": 1771797012.506309, "env_id": "None"}
r,l,t
0.210686,1,0.041159
4.876857,1,0.068072
0.560797,1,0.107345
2.027576,1,0.12886
0.147396,1,0.153073
5.486988,1,0.180331
5.813688,1,0.213511
0.002079,1,0.22437
1.925855,1,0.271343
2.818586,1,0.294279
0.141864,1,0.31387
2.300314,1,0.348319
0.034176,1,0.365752
5.042713,1,0.410449
4.153713,1,0.429246
3.556393,1,0.496945
7.033737,1,0.530195
0.077858,1,0.554801
5.800232,1,0.583268
6.110166,1,0.614215
0.001522,1,0.640318
1.890776,1,0.685444
2.974058,1,0.698313
1.225273,1,0.720407
0.037589,1,0.739113
5.13062,1,0.777258
4.543098,1,0.808762
0.181618,1,0.832361
0.627322,1,0.877098
0.273346,1,0.887195
0.366592,1,0.945888
5.934892,1,0.959962
2.456796,1,0.994057
4.446726,1,1.009034
1.918467,1,1.043376
3.443857,1,1.082277
0.000514,1,1.08607
0.007481,1,1.116259
0.122206,1,1.153538
1.766013,1,1.188325
7.016773,1,1.207377
4.500518,1,1.240292
4.237635,1,1.270972
3.008887,1,1.301413
0.573296,1,1.31966
0.413108,1,1.338823
3.945327,1,1.376248
0.020923,1,1.40378
3.567103,1,1.435607
2.343761,1,1.478869
5.712215,1,1.526561
0.26405,1,1.547455
5.089865,1,1.591463
0.003417,1,1.613788
3.747739,1,1.642349
5.435944,1,1.676189
0.177705,1,1.694152
25.0,1,1.736471
0.055779,1,1.769744
3.87813,1,1.800881
7.31718,1,1.833588
0.502792,1,1.856966
0.000511,1,1.858918
4.20034,1,1.892335
0.001284,1,1.912619
3.433641,1,1.953621
25.0,1,1.978367
3.860483,1,2.008363
1.085445,1,2.067436
1.235163,1,2.072135
1.446172,1,2.119264
0.802201,1,2.130394
0.922788,1,2.170222
0.19002,1,2.195611
25.0,1,2.218054
4.326671,1,2.241011
0.404441,1,2.269982
1.784468,1,2.326891
1.991397,1,2.358525
3.204413,1,2.382877
0.982675,1,2.409859
7.231859,1,2.462575
