#{"t_start": 1773423846.1207194, "env_id": "None"}
r,l,t
98.204442,1,1.059029
69.847901,1,1.156651
85.975199,1,1.207579
78.481278,1,1.258085
82.091464,1,1.349995
6.233444,1,1.404677
69.593163,1,1.456575
92.810904,1,1.538105
74.279314,1,1.575096
80.555833,1,1.676882
77.244582,1,1.727001
84.370323,1,1.791761
71.306171,1,1.832241
75.264599,1,1.907521
71.374844,1,1.946674
63.537093,1,2.00241
81.249492,1,2.067835
84.323819,1,2.130681
78.414989,1,2.197784
84.984691,1,2.269524
34.854572,1,2.354507
54.610794,1,2.411795
62.781988,1,2.452773
64.916689,1,2.547286
62.21729,1,2.604383
7.331949,1,2.683315
81.480488,1,2.744797
74.923123,1,2.800631
60.777027,1,2.872494
70.215688,1,2.944938
76.025631,1,2.979196
89.857722,1,3.050416
89.743855,1,3.101386
82.510828,1,3.188562
77.983456,1,3.268071
79.666599,1,3.312491
76.807973,1,3.38507
94.229789,1,3.45549
79.752324,1,3.508455
67.034021,1,3.542224
44.953155,1,3.617132
81.820323,1,3.677508
89.89701,1,3.742484
59.514245,1,3.799179
62.967533,1,3.859163
93.338278,1,3.913576
60.052586,1,3.974294
82.893191,1,4.040416
91.708489,1,4.0928
96.325746,1,4.165444
87.906978,1,4.216849
6.055527,1,4.303018
90.132388,1,4.371904
56.267096,1,4.453828
84.400399,1,4.508485
62.976887,1,4.570147
84.183468,1,4.650088
83.952092,1,4.706317
80.226279,1,4.769601
82.866793,1,4.827389
77.160953,1,4.871597
68.406934,1,4.925208
74.193385,1,4.999041
64.519872,1,5.047842
78.177661,1,5.112811
68.26817,1,5.170572
89.328738,1,5.256826
90.770139,1,5.315657
75.527756,1,5.382484
79.708513,1,5.410205
54.299655,1,5.483139
96.311347,1,5.537508
86.360438,1,5.615873
8.319277,1,5.703571
5.831894,1,5.773101
76.045751,1,5.808138
7.586203,1,5.880899
8.39584,1,5.952237
93.876414,1,6.020711
73.748127,1,6.092952
79.617391,1,6.161227
79.633506,1,6.217217
84.771713,1,6.283501
72.652761,1,6.348186
99.180219,1,6.409928
79.103923,1,6.50262
8.489789,1,6.579728
24.615807,1,6.631882
68.561061,1,6.679462
75.206395,1,6.740657
67.988339,1,6.807432
91.138359,1,6.875576
54.888175,1,6.94519
74.960349,1,7.007841
76.905379,1,7.071518
48.856762,1,7.141252
78.452428,1,7.214416
68.612799,1,7.288131
73.366252,1,7.353143
1.171495,1,7.410232
55.553214,1,7.476247
67.771697,1,7.548128
90.32486,1,7.620673
95.863164,1,7.688962
73.842253,1,7.757199
76.505634,1,7.834106
70.998163,1,7.886899
85.807641,1,7.948062
86.462822,1,8.028149
89.158012,1,8.096246
60.93037,1,8.160322
60.718076,1,8.226794
70.39099,1,8.289268
53.563298,1,8.354434
79.82355,1,8.423192
76.976745,1,8.523223
49.915696,1,8.590583
79.482594,1,8.655478
38.239524,1,8.724847
92.409149,1,8.819326
78.486306,1,8.873022
54.416273,1,8.944722
62.796783,1,9.004407
80.951121,1,9.076734
79.410718,1,9.115818
65.011568,1,9.174204
59.185555,1,9.241678
75.735103,1,9.297573
85.422794,1,9.381328
68.7545,1,9.434898
88.589024,1,9.503848
92.603743,1,9.560382
65.817449,1,9.611598
91.277911,1,9.654858
57.352815,1,9.714663
80.544605,1,9.794412
75.635363,1,9.845914
74.739018,1,9.908562
72.95178,1,9.975788
79.426265,1,10.011578
41.564987,1,10.071108
81.066543,1,10.13432
71.873734,1,10.193046
26.311773,1,10.258784
81.112341,1,10.310032
63.128836,1,10.364612
72.340179,1,10.421885
75.969797,1,10.480495
6.811822,1,10.554176
81.243504,1,10.607206
93.492248,1,10.673246
59.506703,1,10.731762
85.930356,1,10.797846
68.496583,1,10.877286
73.760692,1,10.931358
23.434127,1,10.99811
49.601727,1,11.060145
88.328784,1,11.123583
72.776059,1,11.189291
90.477547,1,11.25329
88.596351,1,11.311962
63.84055,1,11.370322
67.777305,1,11.437742
34.406571,1,11.509635
86.10811,1,11.565085
69.446816,1,11.650172
79.532456,1,11.69844
73.886826,1,11.759819
73.045643,1,11.820927
82.505121,1,11.881714
92.814405,1,11.964642
69.601091,1,12.002142
75.32791,1,12.098432
79.23644,1,12.1442
52.472917,1,12.199327
45.959005,1,12.262605
58.943173,1,12.311892
62.821877,1,12.382137
70.337428,1,12.4504
57.52036,1,12.524669
75.714429,1,12.562756
86.406187,1,12.642911
61.395573,1,12.700364
63.538059,1,12.741173
75.033014,1,12.802664
6.122329,1,12.882836
81.115471,1,12.957945
70.446929,1,13.016002
66.518677,1,13.069888
84.181402,1,13.134848
95.341004,1,13.222442
77.469743,1,13.26124
38.45911,1,13.316728
73.258348,1,13.37178
64.558242,1,13.439736
73.362544,1,13.519218
62.205352,1,13.603091
71.347435,1,13.654324
77.398297,1,13.714448
71.061961,1,13.773178
68.496672,1,13.839881
46.667783,1,13.911169
71.172272,1,13.969479
71.224681,1,14.051251
79.643554,1,14.10998
70.398603,1,14.173719
70.662894,1,14.23725
20.621638,1,14.300395
31.910466,1,14.353515
95.524606,1,14.429093
66.062736,1,14.48329
83.289979,1,14.54429
70.84371,1,14.619298
82.76515,1,14.697598
97.148379,1,14.763321
87.723577,1,14.82188
58.47044,1,14.892933
91.151547,1,14.954852
73.720192,1,15.019029
72.683164,1,15.081843
81.676172,1,15.148628
6.250218,1,15.223277
87.961966,1,15.275222
91.001591,1,15.34747
73.60318,1,15.387633
67.760006,1,15.451828
80.273297,1,15.508979
83.037863,1,15.570367
63.850111,1,15.642885
94.53332,1,15.707827
81.209669,1,15.769866
93.144512,1,15.845172
78.090831,1,15.891835
49.754249,1,16.006847
73.078119,1,16.069796
93.022991,1,16.099936
68.116665,1,16.177465
58.837388,1,16.233263
90.222482,1,16.296633
78.916641,1,16.364675
79.328481,1,16.426754
55.993028,1,16.484542
43.04015,1,16.577041
54.614222,1,16.631487
80.511929,1,16.69078
87.319778,1,16.766243
98.008768,1,16.814243
81.024942,1,16.880023
85.935918,1,16.954903
58.441016,1,17.032685
81.009141,1,17.08535
71.349946,1,17.136396
91.021207,1,17.200654
68.148816,1,17.255334
37.798807,1,17.326841
88.649063,1,17.383662
82.624933,1,17.450386
93.553738,1,17.509358
86.313603,1,17.562272
40.627608,1,17.648845
75.573309,1,17.704499
50.701227,1,17.748352
73.402658,1,17.80501
70.131351,1,17.87837
60.772725,1,17.930683
75.582032,1,18.000198
66.659642,1,18.07281
81.483518,1,18.131487
81.873912,1,18.188565
63.194375,1,18.252127
62.502059,1,18.312875
77.871829,1,18.377868
80.801788,1,18.442735
90.524015,1,18.504428
74.374642,1,18.564063
70.44936,1,18.630733
91.383884,1,18.678512
58.891943,1,18.778799
84.740754,1,18.805813
61.091787,1,18.880644
6.368839,1,18.94725
68.610839,1,19.009946
80.78283,1,19.066808
64.382531,1,19.148242
75.333336,1,19.225362
98.954099,1,19.257362
92.352859,1,19.34731
59.233502,1,19.419318
6.987347,1,19.493343
51.168169,1,19.561811
89.600579,1,19.626556
87.010372,1,19.694651
78.555672,1,19.753484
69.88418,1,19.824726
