#{"t_start": 1773380073.5729272, "env_id": "None"}
r,l,t
67.90435,1,6.817554
7.657932,1,7.038167
1.095705,1,7.133965
7.693806,1,7.354362
5.859445,1,7.510107
8.282177,1,7.673888
41.011038,1,7.798268
67.190595,1,7.954002
8.659837,1,8.098633
51.66419,1,8.244451
6.730542,1,8.44761
8.460653,1,8.58136
7.837363,1,8.70166
72.370869,1,8.848232
6.056533,1,9.094743
8.040463,1,9.204308
6.478822,1,9.396922
6.10357,1,9.528365
7.568044,1,9.714423
39.197508,1,9.861887
76.819788,1,9.963437
6.323524,1,10.188713
7.828067,1,10.330903
67.729857,1,10.466106
7.397341,1,10.659376
6.389333,1,10.865692
7.785377,1,10.977137
20.749295,1,11.139835
8.480653,1,11.317163
6.495931,1,11.48369
5.48639,1,11.639002
7.925651,1,11.744306
5.984257,1,11.936635
8.642417,1,12.054026
8.322854,1,12.21411
20.001173,1,12.35398
8.033117,1,12.503494
20.149688,1,12.629633
7.709801,1,12.796339
7.862198,1,12.938823
8.075603,1,13.087708
7.797277,1,13.237946
5.035258,1,13.39233
73.263554,1,13.485987
7.711325,1,13.674511
5.473617,1,13.830512
60.292777,1,13.952676
7.482906,1,14.09688
7.063434,1,14.234013
61.12889,1,14.354486
5.637361,1,14.506235
29.590485,1,14.614289
8.475324,1,14.733234
52.701627,1,14.856693
6.202326,1,15.068931
7.521506,1,15.19674
6.072223,1,15.357743
57.172056,1,15.43277
6.62348,1,15.61076
6.133831,1,15.721805
6.270044,1,15.877373
53.151473,1,15.99411
7.411623,1,16.267341
6.650677,1,16.3911
51.366111,1,16.524965
6.53109,1,16.624411
5.419486,1,16.846004
51.357953,1,16.943984
25.303069,1,17.085061
5.713871,1,17.29606
0.823944,1,17.345083
7.389255,1,17.514835
5.401811,1,17.665935
7.281927,1,17.790233
65.614186,1,17.873525
6.970876,1,18.039492
88.856762,1,18.122322
8.269725,1,18.312859
1.676735,1,18.409181
72.36445,1,18.563169
7.615119,1,18.752903
20.292275,1,18.859715
96.325421,1,18.997242
5.783742,1,19.204258
5.733698,1,19.354525
52.903621,1,19.45463
7.21334,1,19.606184
26.867878,1,19.730654
8.029935,1,19.894736
8.250676,1,20.059816
5.473977,1,20.224644
38.206122,1,20.344192
3.814875,1,20.452326
7.62646,1,20.601408
5.38926,1,20.770394
6.718058,1,20.870838
55.315652,1,21.002004
6.397735,1,21.197747
48.895297,1,21.292829
6.657039,1,21.498252
42.852777,1,21.626149
6.04117,1,21.84957
61.757054,1,21.935805
6.486585,1,22.239089
8.145653,1,22.383044
22.531007,1,22.502774
72.132146,1,22.646865
8.15532,1,22.84641
5.75792,1,22.982118
8.382416,1,23.155846
5.8957,1,23.346809
20.018813,1,23.500768
7.824945,1,23.672132
7.348228,1,23.850883
50.860457,1,23.987633
7.276086,1,24.197754
6.473682,1,24.361956
0.849517,1,24.428216
5.838619,1,24.689769
7.11439,1,24.82553
7.357515,1,24.943477
5.289241,1,25.135766
5.885012,1,25.275773
59.550943,1,25.354318
8.628126,1,25.56037
73.90126,1,25.655708
6.407729,1,25.864202
80.791701,1,25.948451
6.35168,1,26.142481
1.55468,1,26.243981
6.723622,1,26.443581
7.768144,1,26.607457
6.532462,1,26.747787
7.605344,1,26.869679
57.920536,1,26.978809
7.560684,1,27.172175
8.643279,1,27.294694
7.544261,1,27.456256
8.55968,1,27.60121
8.728313,1,27.754491
6.017291,1,27.946913
6.449638,1,28.073375
5.065315,1,28.253493
8.259258,1,28.362078
7.250183,1,28.499382
7.116683,1,28.66741
8.6116,1,28.77213
8.205902,1,28.941225
7.500121,1,29.098543
22.19303,1,29.266777
8.413964,1,29.370317
8.456229,1,29.501032
7.488196,1,29.688162
5.7054,1,29.836012
4.765137,1,29.975786
8.560038,1,30.090405
7.539463,1,30.219727
5.498446,1,30.42098
7.653874,1,30.520055
64.583163,1,30.624918
20.00124,1,30.78335
53.624421,1,30.861819
1.922428,1,31.002897
5.391081,1,31.196601
7.907387,1,31.293179
7.239485,1,31.46348
6.570132,1,31.613894
25.321288,1,31.725653
7.902448,1,31.845064
8.644936,1,31.98386
6.51118,1,32.153677
8.268637,1,32.25819
5.38127,1,32.449891
21.550412,1,32.555629
4.843585,1,32.720908
6.490486,1,32.861029
6.201409,1,32.999331
7.95232,1,33.139318
20.140046,1,33.279056
5.82927,1,33.487238
7.54719,1,33.607003
6.246124,1,33.746803
5.946963,1,33.877342
6.860759,1,33.997437
1.46571,1,34.096413
8.71534,1,34.27119
8.314765,1,34.424292
8.299508,1,34.566436
41.635248,1,34.705664
20.065169,1,34.897045
8.298085,1,35.029863
5.014644,1,35.221819
7.396075,1,35.357326
7.354605,1,35.495306
8.039887,1,35.633458
85.631063,1,35.782383
7.574036,1,35.995216
8.331391,1,36.109164
6.836633,1,36.290349
7.105481,1,36.422651
8.408238,1,36.57004
5.848435,1,36.761308
6.117574,1,36.908265
5.922523,1,37.051878
6.866961,1,37.227067
7.402121,1,37.374271
66.047264,1,37.472257
8.078972,1,37.667247
