#{"t_start": 1771836772.162955, "env_id": "None"}
r,l,t
5.742499,1,0.045659
26.081698,1,0.075296
1.616752,1,0.118071
0.744591,1,0.15093
2.285271,1,0.180658
1.516321,1,0.220259
25.736354,1,0.252475
4.872378,1,0.274428
5.20634,1,0.32484
29.613104,1,0.359515
33.819714,1,0.382897
6.033641,1,0.425799
5.273536,1,0.452787
5.748559,1,0.499787
3.087721,1,0.538272
0.672723,1,0.575529
1.883752,1,0.613027
54.582685,1,0.646007
0.044307,1,0.667419
20.078521,1,0.703049
4.109384,1,0.736367
4.31211,1,0.772842
0.590084,1,0.805882
0.06541,1,0.843927
3.92626,1,0.881825
5.831476,1,0.914019
0.199377,1,0.945211
0.113983,1,0.985897
1.243087,1,1.022821
54.358713,1,1.052697
3.655859,1,1.081426
4.902241,1,1.127788
2.222326,1,1.165073
1.661081,1,1.191655
3.645815,1,1.227271
1.859806,1,1.258508
1.144116,1,1.288882
5.339563,1,1.317975
2.708838,1,1.372666
5.084513,1,1.401407
2.369192,1,1.445198
30.648399,1,1.474357
0.061052,1,1.50716
1.962152,1,1.543625
1.681891,1,1.589841
1.678201,1,1.628618
2.458468,1,1.662433
40.000029,1,1.714501
5.622407,1,1.747579
22.235039,1,1.778252
0.082966,1,1.819472
0.081097,1,1.855493
5.1497,1,1.899266
1.827414,1,1.941717
6.047975,1,1.982767
2.407268,1,2.021993
4.226094,1,2.064516
22.85181,1,2.092495
0.141941,1,2.118983
59.517804,1,2.165086
27.389305,1,2.195389
24.934254,1,2.223889
2.910605,1,2.263498
3.795793,1,2.299603
0.057559,1,2.334634
0.118644,1,2.373491
23.362006,1,2.418262
5.140078,1,2.458412
1.047748,1,2.487791
27.153631,1,2.524902
61.067681,1,2.560886
72.026631,1,2.589652
5.356724,1,2.62895
4.703291,1,2.655144
2.914954,1,2.691245
5.996186,1,2.71262
0.021677,1,2.752953
2.020421,1,2.799338
20.164433,1,2.825099
1.891251,1,2.861285
20.091652,1,2.88942
30.617711,1,2.926974
5.938992,1,2.957227
0.618495,1,2.995166
0.046166,1,3.031553
2.048197,1,3.06343
2.733605,1,3.09744
2.569724,1,3.132908
0.732294,1,3.157609
0.201422,1,3.189241
4.576409,1,3.224266
1.796111,1,3.266678
0.145505,1,3.29514
23.639301,1,3.330163
3.145478,1,3.357008
20.060377,1,3.387613
0.036503,1,3.419703
54.312906,1,3.444409
4.25664,1,3.487167
4.21077,1,3.528619
0.09904,1,3.554502
4.353763,1,3.591184
0.040203,1,3.624798
1.55049,1,3.666306
2.477741,1,3.697382
80.808026,1,3.728811
20.197643,1,3.765774
29.401772,1,3.797471
5.78515,1,3.832179
4.746671,1,3.866562
21.567386,1,3.89319
0.713767,1,3.936463
36.5916,1,3.96187
2.738025,1,4.001356
1.130494,1,4.029612
21.903262,1,4.065587
0.863429,1,4.1021
3.086065,1,4.141922
31.663261,1,4.180651
5.791557,1,4.199671
2.349504,1,4.235479
20.904544,1,4.276624
0.501769,1,4.314786
1.247601,1,4.349955
0.148967,1,4.372783
5.429191,1,4.407302
5.239945,1,4.444039
52.748266,1,4.478131
3.521333,1,4.512677
3.045422,1,4.535121
0.662909,1,4.578021
3.823548,1,4.606961
3.059133,1,4.636906
4.284324,1,4.663758
5.358254,1,4.702034
0.371943,1,4.733166
43.728492,1,4.763393
5.413829,1,4.807479
1.473246,1,4.821763
56.305989,1,4.864934
0.36522,1,4.903778
0.829206,1,4.945797
4.160194,1,4.970667
20.001186,1,5.008568
0.501332,1,5.038183
22.132586,1,5.062504
1.058247,1,5.107676
0.058236,1,5.13055
4.308859,1,5.166041
61.693419,1,5.197561
30.395562,1,5.237594
5.760687,1,5.261897
30.234421,1,5.288175
4.876477,1,5.326939
0.093527,1,5.36904
20.926434,1,5.400397
2.982753,1,5.423635
20.262289,1,5.466976
63.251131,1,5.495629
5.974129,1,5.544603
5.441475,1,5.577825
29.15471,1,5.597188
28.024739,1,5.6388
0.029499,1,5.67916
48.342275,1,5.710452
0.086808,1,5.748434
0.027937,1,5.772812
21.361151,1,5.802153
0.370012,1,5.834299
5.675354,1,5.866687
36.525646,1,5.905729
5.68886,1,5.927333
0.111019,1,5.95997
65.593657,1,6.007047
4.675404,1,6.035599
5.024433,1,6.058585
3.113812,1,6.102888
4.641963,1,6.137948
1.873622,1,6.168609
33.435985,1,6.201599
0.918118,1,6.232478
2.143884,1,6.269363
34.645982,1,6.30043
30.068259,1,6.336783
1.74454,1,6.375231
26.530245,1,6.388863
5.093133,1,6.424683
35.796305,1,6.462013
56.917552,1,6.498262
0.09678,1,6.544415
5.574903,1,6.57785
43.427277,1,6.601218
4.375339,1,6.650216
25.629653,1,6.67095
4.759931,1,6.702352
0.106763,1,6.73619
5.279894,1,6.779219
4.956532,1,6.806494
4.696088,1,6.846833
51.733731,1,6.877416
20.174856,1,6.920121
29.763556,1,6.940565
0.026742,1,6.977548
