#{"t_start": 1771836772.172935, "env_id": "None"}
r,l,t
0.194159,1,0.048004
1.607615,1,0.083798
26.267611,1,0.117933
0.019825,1,0.144323
22.891058,1,0.186399
0.97116,1,0.20625
2.473379,1,0.239385
30.341264,1,0.290259
4.64591,1,0.317386
3.160797,1,0.347718
0.965992,1,0.383657
1.250852,1,0.424413
0.480337,1,0.457101
32.004025,1,0.481943
3.398849,1,0.543353
58.632079,1,0.581463
0.884713,1,0.602578
20.949952,1,0.633808
5.433613,1,0.659109
4.139086,1,0.701547
0.027664,1,0.734021
1.32003,1,0.773572
4.472039,1,0.813559
4.470592,1,0.835023
3.900351,1,0.88814
5.166059,1,0.910265
20.24883,1,0.944899
52.089035,1,0.979624
5.472961,1,1.021971
3.690717,1,1.055429
1.7269,1,1.091249
0.087502,1,1.126101
4.960986,1,1.148991
3.114998,1,1.194428
0.079147,1,1.224876
0.030271,1,1.254535
39.684222,1,1.295275
4.079662,1,1.333291
1.621754,1,1.371816
0.639137,1,1.403699
5.289472,1,1.444215
56.253471,1,1.479293
30.5641,1,1.498175
2.201548,1,1.558407
1.573159,1,1.594484
1.617759,1,1.629385
41.325316,1,1.666902
2.160049,1,1.712717
0.38348,1,1.746446
3.952454,1,1.788012
1.934165,1,1.826276
0.634925,1,1.858842
3.250221,1,1.909269
22.819462,1,1.943828
0.714393,1,1.987326
0.258349,1,2.028792
2.012594,1,2.057411
0.121869,1,2.090264
20.429171,1,2.112065
39.610239,1,2.146083
4.424187,1,2.193073
54.990099,1,2.230799
0.182511,1,2.266091
20.956263,1,2.305574
20.694276,1,2.345042
1.068944,1,2.386906
2.821843,1,2.413126
3.642543,1,2.443388
2.72669,1,2.48944
1.145489,1,2.530323
20.845905,1,2.558678
3.141047,1,2.592334
1.285727,1,2.624048
4.476119,1,2.652065
0.195447,1,2.677594
1.273018,1,2.711397
4.720121,1,2.763006
0.111635,1,2.797566
0.031639,1,2.828071
20.434858,1,2.859164
2.388685,1,2.883664
1.910564,1,2.92901
27.022453,1,2.957393
23.00269,1,2.97699
4.824036,1,3.028206
4.0529,1,3.059986
5.225096,1,3.078674
1.339567,1,3.12396
4.991771,1,3.159475
44.972394,1,3.184934
0.033847,1,3.221939
1.258586,1,3.263931
5.455983,1,3.28677
0.127119,1,3.318149
25.118745,1,3.35335
4.205382,1,3.387594
0.484706,1,3.40139
5.304931,1,3.446247
5.744068,1,3.493734
61.756143,1,3.521145
2.561554,1,3.559766
20.333396,1,3.595008
4.890664,1,3.614219
1.67777,1,3.64935
2.256223,1,3.694578
4.881087,1,3.732041
0.27835,1,3.763399
22.438897,1,3.789575
2.25725,1,3.83006
0.714291,1,3.849606
51.036489,1,3.900397
3.226595,1,3.925786
61.20434,1,3.96243
2.6221,1,3.999439
44.959012,1,4.032545
24.170212,1,4.071355
2.484715,1,4.106352
0.411233,1,4.145467
1.225212,1,4.176527
3.943948,1,4.206688
0.530196,1,4.238204
0.147339,1,4.264422
26.34705,1,4.298723
34.284733,1,4.323052
3.104895,1,4.373791
3.145506,1,4.401957
1.674772,1,4.430506
2.207892,1,4.467723
70.534356,1,4.496515
29.14901,1,4.540814
3.030123,1,4.568367
1.007601,1,4.591636
21.772971,1,4.619155
4.723911,1,4.658176
1.090397,1,4.691601
5.76957,1,4.732845
5.949217,1,4.763136
4.534893,1,4.786747
3.007753,1,4.818259
22.307123,1,4.856482
1.454676,1,4.897964
23.521017,1,4.931946
52.836245,1,4.957356
0.860846,1,5.000825
23.583,1,5.032318
4.899406,1,5.062891
1.015621,1,5.088615
2.947311,1,5.131243
47.684982,1,5.166682
39.292406,1,5.198015
0.228869,1,5.227805
0.18607,1,5.260489
0.221439,1,5.285596
5.325117,1,5.325952
0.023406,1,5.350973
0.056725,1,5.391534
3.47173,1,5.431968
31.698896,1,5.463605
0.351855,1,5.506168
3.437737,1,5.54112
41.71889,1,5.571269
69.177061,1,5.609957
2.502507,1,5.649264
2.51659,1,5.671048
2.015727,1,5.709169
37.027029,1,5.739725
6.037466,1,5.761767
2.53424,1,5.802316
22.913919,1,5.8302
23.752251,1,5.867312
4.099584,1,5.889724
1.925604,1,5.916825
1.720435,1,5.960116
4.63365,1,6.002617
5.4324,1,6.026545
0.666386,1,6.067008
34.808534,1,6.081139
0.056979,1,6.134252
42.369263,1,6.169018
1.962173,1,6.19735
39.301618,1,6.227721
0.529834,1,6.271896
0.068951,1,6.299178
27.348059,1,6.336382
20.1595,1,6.365485
1.52889,1,6.38638
0.227817,1,6.432353
4.527644,1,6.450094
2.639697,1,6.504882
1.069823,1,6.5401
5.159158,1,6.570326
0.243325,1,6.604807
66.201179,1,6.639486
20.066936,1,6.669953
4.818364,1,6.707037
0.085986,1,6.739186
4.398425,1,6.781839
3.81331,1,6.806141
48.625997,1,6.839279
20.027118,1,6.861055
2.881137,1,6.908317
0.249142,1,6.944777
21.868167,1,6.981332
0.667462,1,7.000393
32.048574,1,7.040074
0.045956,1,7.082997
2.313793,1,7.118807
1.75935,1,7.149752
49.971432,1,7.170923
5.106392,1,7.219099
0.993544,1,7.247818
5.983578,1,7.275306
1.011719,1,7.305815
4.544745,1,7.337769
2.977763,1,7.373709
0.055791,1,7.408186
4.615096,1,7.440256
70.300221,1,7.470176
20.60154,1,7.493194
3.766246,1,7.540259
1.109082,1,7.598008
2.938455,1,7.631564
4.297814,1,7.664622
28.687101,1,7.693989
1.815986,1,7.721217
28.623821,1,7.752439
0.932895,1,7.784827
3.83698,1,7.818362
0.046995,1,7.839875
1.495649,1,7.886496
4.588018,1,7.931554
3.530339,1,7.965698
20.582623,1,8.006405
5.595763,1,8.037198
0.368461,1,8.068431
0.104942,1,8.104399
4.154094,1,8.123039
3.110694,1,8.165354
0.035856,1,8.203401
4.175176,1,8.251459
3.864898,1,8.278745
0.12183,1,8.336971
0.058037,1,8.369189
0.061797,1,8.407916
4.423312,1,8.449226
5.187945,1,8.483726
2.159648,1,8.521819
3.669361,1,8.558442
66.149795,1,8.590777
5.176287,1,8.63358
5.188906,1,8.654783
2.176473,1,8.688703
0.066938,1,8.733813
22.816326,1,8.766445
3.300612,1,8.787861
0.158161,1,8.83375
0.951174,1,8.873611
2.226173,1,8.911784
5.964297,1,8.954732
81.418504,1,8.984728
4.278765,1,9.02138
27.655989,1,9.05342
1.691294,1,9.089989
36.582091,1,9.117693
2.228583,1,9.153965
3.432015,1,9.185538
2.949321,1,9.227059
0.437095,1,9.249774
3.363217,1,9.288229
3.804882,1,9.309701
61.645637,1,9.352798
75.252227,1,9.397283
46.723425,1,9.429505
0.033117,1,9.461035
38.181887,1,9.494652
0.933001,1,9.52828
1.980628,1,9.558977
0.894555,1,9.579802
